0	1
dampak	berdampak
dampak	mendampak
dampar	dampar
dampar	mendampar
dampar	mendamparkan
dampar	terdampar
dampar	keterdamparan
dampil,	dampil,
dampil,	berdampil
dampil,	mendampilkan
damping	damping
damping	berdamping
damping	berdampingan
damping	mendampingi
damping	mendampingkan
damping	pendamping
damping	pendampingan
damping	kedampingan
damprat	damprat
damprat	mendamprat
damprat	dampratan
dana	dana
dana	mendanai
dana	pendana
dana	pendanaan
dandan	dandan
dandan	berdandan
dandan	mendandani
dandan	dandanan
dangdut	dangdut
dangdut	berdangdut
dangdut	pendangdut
dangkal	dangkal
dangkal	mendangkalkan
dangkal	dangkalan
dangkal	pendangkalan
dangkal	kedangkalan
danguk	danguk
danguk	berdanguk
danguk	mendanguk
danguk	terdanguk
dansa	dansa
dansa	dansa-dansi
dansa	berdansa
dansa	pedansa
dapat	dapat
dapat	berdapat
dapat	mendapat
dapat	mendapati
dapat	mendapatkan
dapat	terdapat
dapat	dapatan
dapat	memperdapat
dapat	pendapat
dapat	pendapatan
dapat	kedapatan
dapat	sedapat
dapat	sedapat-dapatnya
darah	darah
darah	berdarah
darah	mendarah
darah	mendarahi
darah	pendarah
darah	perdarahan
darah	pendarahan
daras	daras
daras	mendaras
daras	pendarasan
darat	darat
darat	mendarat
darat	mendarati
darat	mendaratkan
darat	daratan
darat	pendarat
darat	pendaratan
dasar	dasar
dasar	berdasar
dasar	berdasarkan
dasar	mendasar
dasar	mendasari
dasar	mendasarkan
data	data
data	mendata
data	mendatakan
data	pendataan
datang	datang
datang	datang-datang
datang	berdatang,
datang	berdatangan
datang	mendatang
datang	mendatangi
datang	datang-mendatangi
datang	mendatangkan
datang	pendatang
datang	pendatangan
datang	kedatangan
datar	datar
datar	mendatar
datar	mendatarkan
datar	dataran
datar	pendataran
datar	sedatar
daulat	daulat
daulat	berdaulat
daulat	mendaulat
daulat	pendaulat
daulat	pendaulatan
daulat	kedaulatan
daun	daun
daun	berdaun
daun	mendaun
daun	daun-daunan
daun	dedaunan
daur	daur
daur	mendaur
daur	pendaurulangan
daya	daya
daya	berdaya
daya	memberdayakan
daya	teperdaya
daya	perdayaan
daya	memperdaya
daya	memperdayakan
daya	pemberdayaan
daya	daya
daya	guna
daya	berdaya
daya	guna
daya	mendayagunakan
daya	pendayagunaan
daya	kedayagunaan
daya	daya
daya	upaya
daya	berdaya
daya	upaya
daya	pendayaupayaan
dayang	dayang
dayang	dayang-dayang
dayang	pendayang
dayang	pendayangan
dayang	perdayangan
dayung	dayung
dayung	dayung-mayung
dayung	berdayung
dayung	mendayung
dayung	mendayungkan
dayung	pedayung
dayung	pendayung
debar	debar
debar	berdebar
debar	berdebar-debar
debar	mendebarkan
debar	debaran
debat	debat
debat	berdebat
debat	mendebat
debat	perdebatan
debat	memperdebatkan
debat	pendebat
debit	debit
debit	mendebitkan
debit	pendebitan
debu	debu
debu	berdebu
debu	mendebu
debur	debur
debur	berdebur
debur	mendebur
decap	decap
decap	berdecap-decap
decap	mendecap-decap
decit	decit
decit	berdecit
decit	mendecit
decup	decup
decup	berdecup
decup	berdecup-decup
decut	decut
decut	berdecut
decut	berdecut-decut
dedah	dedah
dedah	mendedahkan
dedah	terdedah
dedah	keterdedahan
dedah	pendedahan
deder	deder
deder	mendeder
deder	mendederkan
deder	pendederan
definisi	definisi
definisi	mendefinisikan
definisi	pendefinisian
degam	degam
degam	berdegam
degam	mendegam
degam	mendegam-degam
degap	degap
degap	degap-degap
degap	berdegap-degap
degil	degil
degil	kedegilan
degil	mendegil
deham	deham
deham	berdeham
deham	berdeham-deham
deham	mendeham
dekam	dekam
dekam	berdekam
dekam	mendekam
dekap	dekap
dekap	berdekap
dekap	berdekap-dekapan
dekap	mendekap
dekap	dekapan
dekap	sedekapan
dekap	sependekap
dekap	dekap
dekap	mendekap
dekap	mendekapkan
dekap	memperdekap
dekar	dekar
dekar	mendekar
dekar	pendekar
dekat	dekat
dekat	dekat-dekat
dekat	berdekat
dekat	berdekat-dekat
dekat	berdekatan
dekat	mendekat
dekat	mendekati
dekat	mendekatkan
dekat	terdekat
dekat	memperdekat
dekat	memperdekatkan
dekat	pendekatan
dekat	kedekatan
deklamasi	deklamasi
deklamasi	berdeklamasi
deklamasi	mendeklamasikan
deklamasi	deklamasian
deklamasi	pendeklamasian
dekus	dekus
dekus	berdekus
dekus	mendekus
dekut	dekut
dekut	berdekut
dekut	mendekut
delegasi	delegasi
delegasi	mendelegasikan
delegasi	utang)pendelegasian
dembun	dembun
dembun	berdembun
dembun	berdembun-dembun
demo	demo
demo	mendemo
demo	pedemo
demokrasi	demokrasi
demokrasi	mendemokrasikan
demokrasi	pendemokrasian
demonstrasi	demonstrasi
demonstrasi	berdemonstrasi
demonstrasi	mendemonstrasi
demonstrasi	mendemonstrasikan
dempet	dempet
dempet	berdempet
dempet	berdempet-dempet
dempet	berdempetan
dempet	mendempetkan
dempok	dempok
dempok	berdempok
dempok	terdempok
dempul	dempul
dempul	mendempul
dempul	dempulan
denda	denda
denda	mendenda
denda	dendaan
denda	pendendaan
dendam	dendam
dendam	berdendam
dendam	berdendam-dendaman
dendam	mendendam
dendam	mendendami
dendam	mendendamkan
dendam	pendendam
dendam	kedendaman
dendang	dendang
dendang	berdendang
dendang	mendendangkan
dendang	pendendang
dengar	dengar
dengar	berdengar
dengar	mendengar
dengar	mendengar-dengar
dengar	mendengarkan
dengar	terdengar
dengar	dengar-dengaran
dengar	memperdengarkan
dengar	pendengar
dengar	pendengaran
dengar	kedengaran
denging	denging
denging	berdenging
denging	mendenging
dengki	dengki
dengki	berdengki
dengki	mendengki
dengki	pendengki
dengki	kedengkian
dengking	dengking
dengking	berdengking
dengking	mendengking
dengking	dengking-mendengking
dengking	mendengking-dengking
dengkung	dengkung
dengkung	berdengkung
dengkung	mendengkung
dengkur	dengkur
dengkur	berdengkur
dengkur	mendengkur
dengkur	dengkuran
dengkus	dengkus
dengkus	berdengkus
dengkus	mendengkus
dengu	dengu
dengu	berdengu
dengu	mendengu
denguk	denguk
denguk	mendenguk
denguk	terdenguk
dengung	dengung
dengung	berdengung
dengung	mendengung
dengung	mendengungkan
dengung	dengungan
dengus	dengus
dengus	berdengus
dengus	mendengus
dengus	mendengus-dengus
dengus	dengusan
dengut	dengut
dengut	berdengut
dengut	berdengut-dengut
dengut	mendengut
dengut	mendengut-dengut
dentam	dentam
dentam	berdentam
dentam	dentaman
dentang	dentang
dentang	berdentang
dentang	berdentang-dentang
denting	denting
denting	berdenting
denting	mendenting
denting	dentingan
dentum	dentum
dentum	berdentum
dentum	berdentum-dentum
dentum	dentuman
dentum	berdentuman
dentung	dentung
dentung	berdentung
dentung	berdentung-dentung
denyar	denyar
denyar	berdenyar
denyar	berdenyar-denyar
denyar	denyaran
denyit	denyit
denyit	berdenyit
denyit	denyitan
denyut	denyut
denyut	berdenyut
denyut	berdenyut-denyut
denyut	mendenyut
denyut	denyutan
depa	depa
depa	mendepa
depa	mendepakan
depak	depak
depak	berdepak-depak
depak	mendepakkan
depak	(lidah)
depan	depan
depan	berdepan-depan
depan	terdepan
depan	mengedepankan
depan	pengedepanan
depang	depang
depang	mendepang
depang	mendepangkan
deportasi	deportasi
deportasi	mendeportasi
deportasi	mendeportasikan
deposito	deposito
deposito	mendepositokan
deposito	pendepositoan
derai	derai
derai	berderai
derai	menderaikan
derai	menderai-deraikan
derai	deraian
derajat	derajat
derajat	sederajat
derajat	menyederajatkan
derak	derak
derak	berderak
derak	berderak-derak
derak	menderak-derakkan
derak	derakan
deram	deram
deram	berderam
deram	berderam-deram
deram	menderam
derang	derang
derang	berderang
derang	menderang
derap	derap
derap	berderap
derap	menderap
derap	derap
derap	berderap
derap	menderapkan
derap	sederap
deras	deras
deras	menderas
deras	penderas
deras	penderasan
derau	derau
derau	berderau
derau	berderau-derau
derau	menderau
derau	menderau-derau
derek	derek
derek	menderek
derek	utamapenderekan
deres	deres
deres	menderes
deres	penderes
deret	deret
deret	berderet
deret	menderetkan
deret	deretan
derik	derik
derik	berderik
derik	berderik-derik
dering	dering
dering	berdering
dering	berdering-dering
dering	mendering
deris	deris
deris	berderis
deris	menderis
derit	derit
derit	berderit
derit	menderit
derita	derita
derita	menderita
derita	terderita
derita	deritaan
derita	penderita
derita	penderitaan
derma	derma
derma	bederma
derma	mendermakan
derma	penderma
derma	pendermaan
deru	deru
deru	menderu
deru	menderu-deru
derum	derum
derum	menderum
derum	menderumkan
derum	derum
derum	berderum
derum	menderum
desa	desa
desa	pedesaan
desa	perdesaan
desa	kedesaan
desa	kedesa-desaan
desah	desah
desah	berdesah
desah	mendesah
desain	desain
desain	berdesain
desain	mendesain
desain	pendesain
desak	desak
desak	berdesak
desak	berdesak-desakan
desak	mendesak
desak	mendesakkan
desak	terdesak
desak	desakan
desak	pendesakan
desak	desak
desak	berdesak
desak	mendesak
desar	desar
desar	berdesar
desar	mendesar
desau	desau
desau	berdesau
desau	mendesau
desing	desing
desing	berdesing
desing	berdesing-desing
desing	berdesingan
desing	mendesing
desir	desir
desir	berdesir
desir	mendesir
desir	desiran
desus	desus
desus	berdesus
desus	berdesus-desus
desus	mendesus-desus
desus	mendesuskan
detak	detak
detak	berdetak
detak	mendetak
detar	detar
detar	berdetar
detar	mendetar
deteksi	deteksi
deteksi	mendeteksi
deteksi	terdeteksi
deteksi	pendeteksian
detik	detik
detik	berdetik
detik	mendetik
detik	detikan
devaluasi	devaluasi
devaluasi	mendevaluasi
devaluasi	mendevaluasikan
devaluasi	pendevaluasian
dewa	dewa
dewa	mendewakan
dewa	mendewa-dewakan
dewa	memperdewa
dewa	memperdewakan
dewa	pendewaan
dewa	kedewaan
dewasa	dewasa
dewasa	mendewasakan
dewasa	pendewasaan
dewasa	kedewasaan
dewata	dewata
dewata	mendewatakan
dewata	kedewataan
diam	diam
diam	diam-diam
diam	berdiam
diam	mendiamkan
diam	terdiam
diam	pendiam
diam	kependiaman
diam	diam
diam	berdiam
diam	mendiami
diam	kediaman
diang	diang
diang	berdiang
diang	mendiang
diang	memanggang:didiang
diang	pendiangan
didih	didih
didih	mendidih
didih	mendidihkan
didik	didik
didik	mendidik
didik	didikan
didik	pendidik
didik	pendidikan
diet	diet
diet	berdiet
diet	pendiet
Digul	Digul
Digul	mendigulkan
Digul	pendigulan
dikit	dikit
dikit	berdikit-dikit
dikit	sedikit-dikitnya
dikte	dikte
dikte	mendikte
dikte	mendiktekan
dinamis	dinamis
dinamis	mendinamiskan
dinamis	kedinamisan
dinamis	pendinamis
dinamit	dinamit
dinamit	mendinamit
dinamit	pendinamitan
dinas	dinas
dinas	berdinas
dinas	mendinaskan
dinas	kedinasan
dinding	dinding
dinding	berdinding
dinding	mendinding
dinding	mendindingi
dinding	terdinding
dinding	pendinding
dinding	pendindingan
dingin	dingin
dingin	mendingin
dingin	mendinginkan
dingin	pendingin
dingin	pendinginan
dingin	kedinginan
diri	diri
diri	berdiri
diri	mendirikan
diri	terdiri
diri	pendiri
diri	pendirian
diri	berpendirian
diris	diris
diris	mendiris
diris	pendiris
dirus	dirus
dirus	mendirus
dirus	mendiruskan
dirus	pendirusan
disiplin	disiplin
disiplin	berdisiplin
disiplin	mendisiplinkan
diskusi	diskusi
diskusi	berdiskusi
diskusi	mendiskusikan
distribusi	distribusi
distribusi	mendistribusi
distribusi	mendistribusikan
distribusi	terdistribusi
distribusi	pendistribusian
diversifikasi	diversifikasi
diversifikasi	mendiversifikasi
diversifikasi	pendiversifikasian
berdoa	berdoa
berdoa	mendoa
berdoa	mendoakan
dobrak	dobrak
dobrak	mendobrak
dobrak	pendobrak
dobrak	pendobrakan
dokumentasi	dokumentasi
dokumentasi	mendokumentasikan
dokumentasi	pendokumentasian
dolar	dolar
dolar	mendolarkan
dolar	pendolaran
dompak	dompak
dompak	berdompak
dompak	mendompak
dompleng	dompleng
dompleng	mendompleng
dompleng	domplengan
dompleng	pendompleng
dompleng	pendomplengan
dompol	dompol
dompol	berdompol
dompol	dompolan
dompol	sedompol
dondang	dondang
dondang	mendondangkan
dondang	dondangan
dongak,	dongak,
dongak,	mendongak
dongak,	mendongakkan
dongeng	dongeng
dongeng	mendongeng
dongeng	mendongengi
dongeng	mendongengkan
dongeng	dongengan
dongeng	pendongeng
dongkel	dongkel
dongkel	mendongkel
dongkel	dongkelan
dongkol	dongkol
dongkol	mendongkol
dongkol	mendongkolkan
dongkol	pendongkol
dongkrak	dongkrak
dongkrak	mendongkrak
dongkrak	terdongkrak
dongkrak	pendongkrak
dongkrak	pendongkrakan
dorong	dorong
dorong	mendorong
dorong	terdorong
dorong	dorongan
dorong	pendorong
dosa	dosa
dosa	berdosa
dosa	pendosa
dua-dua	dua-dua
dua-dua	dua-duaan
dua-dua	dua-duanya
dua-dua	berdua
dua-dua	berdua-dua
dua-dua	berduaan
dua-dua	mendua
dua-dua	menduai
dua-dua	menduakan
dua-dua	perdua
dua-dua	memperdua
dua-dua	memperduai
dua-dua	memperduakan
dua-dua	pendua
dua-dua	penduaan
dua-dua	kedua
dua-dua	sedua
dua-dua	menyedua
dua-dua	menyeduai
dua-dua	menyeduakan
dua-dua	seperdua
dudu	dudu
dudu	mendudu
dudu	mendudu-dudu
duduk	duduk
duduk	duduk-duduk
duduk	menduduki
duduk	mendudukkan
duduk	terduduk
duduk	penduduk
duduk	pendudukan
duduk	kedudukan
duduk	berkedudukan
duduk	sekedudukan
duga	duga
duga	menduga
duga	menduga-duga
duga	terduga
duga	terduga-duga
duga	dugaan
duga	penduga
duit	duit
duit	berduit
duit	seduit
duka	duka
duka	berduka
duka	mendukai
duka	mendukakan
duka	kedukaan
dukacita	dukacita
dukacita	berdukacita
dukacita	mendukacitakan
dukun	dukun
dukun	berdukun
dukun	mendukunkan
dukun	pendukunan
dukun	perdukunan
dukung	dukung
dukung	berdukung
dukung	mendukung
dukung	dukungan
dukung	pendukung
dukung	pendukungan
dulang	dulang
dulang	dulang-dulang
dulang	mendulang
dulang	pendulang
dulang	pendulangan
dunia	dunia
dunia	mendunia
dunia	kanak-kanakkeduniaan
dunia	sedunia
dupa	dupa
dupa	mendupai
dupa	pedupaan
durhaka	durhaka
durhaka	berdurhaka
durhaka	mendurhaka
durhaka	mendurhakai
durhaka	pendurhaka
durhaka	pendurhakaan
duri	duri
duri	berduri
duri	berduri-duri
duri	menduri
duru	duru
duru	berduru
duru	berduru-duru
dusta	dusta
dusta	berdusta
dusta	mendusta
dusta	mendustai
dusta	mendustakan
dusta	pendusta
mengecer	mengecer
mengecer	mengecerkan
mengecer	eceran
mengecer	pengecer
beredar	beredar
beredar	mengedar
beredar	mengedari
beredar	mengedarkan
beredar	edaran
beredar	pengedar
beredar	peredaran
beredar	memperedarkan
mengedit	mengedit
mengedit	pengedit
mengedit	pengeditan
efektif	efektif
efektif	mengefektifkan
efektif	keefektifan
mengegos	mengegos
mengegos	mengegosi
mengegos	mengegoskan
mengeja	mengeja
mengeja	ejaan
mengeja	pengejaan
ejawantah	ejawantah
ejawantah	mengejawantah
ejawantah	mengejawantahkan
ejawantah	pengejawantahan
ekonomi	ekonomi
ekonomi	berekonomi
ekonomi	perekonomian
ekonomi	keekonomian
berekor	berekor
berekor	mengekor
berekor	pengekor
eksploitasi	eksploitasi
eksploitasi	mengeksploitasi
eksploitasi	pengeksploitasi
ekspor	ekspor
ekspor	mengekspor
ekspor	pengekspor
ekspor	pengeksporan
ekspos	ekspos
ekspos	mengekspos
ekspos	terekspos
ekspos	pengeksposan
mengelak	mengelak
mengelak	mengelakkan
mengelak	terelakkan
mengelak	pengelakan
mengelokkan	mengelokkan
mengelokkan	memperelok
mengelokkan	keelokan
mengelokkan	seelok
mengelokkan	seelok-eloknya
mengelus	mengelus
mengelus	mengelus-elus
mengelus	elusan
beremas	beremas
beremas	mengemas
beremas	mengemasi
beremas	mengemaskan
beremas	peremasan
beremas	keemasan
embar	embar
embar	mengembarkan
embar	embaran
embara,	embara,
embara,	mengembara
embara,	mengembarai
embara,	pengembara
embara,	pengembaraan
embat	embat
embat	mengembat
embat	mengembatkan
embun	embun
embun	berembun
embun	mengembun
embun	mengembuni
embun	mengembunkan
embun	memperembunkan
embun	pengembun
embun	pengembunan
embun	embunan
embus,	embus,
embus,	berembus
embus,	mengembus
embus,	mengembuskan
embus,	embusan
embus,	pengembus
embut	embut
embut	mengembut
embut	mengembut-embut
embut	terembut-embut
empang	empang
empang	mengempang
empang	terempang
empang	empangan
empang	pengempang
empang	pengempangan
empap	empap
empap	mengempap
empap	mengempapkan
empap	terempap
empap	empap
empap	berempap
empap	mengempapkan
empap	terempap
empas	empas
empas	mengempas
empas	mengempaskan
empas	mengempas-empaskan
empas	terempas
empas	terempas-empas
empas	empasan
empat	empat
empat	empat-empat
empat	berempat
empat	berempat-empat
empat	mengempat
empat	puluh
empat	hari
empat	perempat
empat	memperempat
empat	perempatan
empat	seperempat
empat	keempat-empatnya
emping	emping
emping	mengemping
emping	memperemping
empoh	empoh
empoh	mengempoh
empoh	mengempohi
empoh	pengempohan
empoh	keempohan
empos	empos
empos	mengempos
empos	emposan
berenak-enak	berenak-enak
berenak-enak	mengenakkan
berenak-enak	terenak
berenak-enak	memperenak
berenak-enak	keenakan
berenak-enak	seenaknya
encer	encer
encer	mengencerkan
encer	enceran
encer	pengencer
encer	pengenceran
endap,	endap,
endap,	endap-endap
endap,	mengendap
endap,	mengendapkan
endap,	endapan
endap,	terendapkan
endap,	pengendapan
endap,	endap,
endap,	mengendap
endap,	mengendapkan
endap,	mengendap-endap
endon	endon
endon	mengendon
endon	endonan
endut,	endut,
endut,	endut-endut
endut,	endut-endutan
enggan	enggan
enggan	enggan-enggan
enggan	berenggan-enggan
enggan	mengenggankan
enggan	keengganan
enjak	enjak
enjak	mengenjak
enjak	mengenjak-enjak
entak	entak
entak	mengentak
entak	mengentak-entak
entak	mengentak-entakkan
entak	pengentak
entas	entas
entas	mengentas
entas	mengentaskan
entas	terentas
entas	terentaskan
entas	pengentasan
mengenyak	mengenyak
mengenyak	mengenyakkan
mengenyak	terperenyak
mengepak	mengepak
mengepak	mengepakkan
mengepak	pengepak
mengepak	pengepakan
mengeram	mengeram
mengeram	mengerami
mengeram	mengeramkan
mengeram	pengeram
mengeram	pengeraman
mengeret	mengeret
mengeret	eretan
mengeret	pengeret
erti	erti
erti	mengerti
erti	mengertikan
erti	pengertian
beresa-esaan	beresa-esaan
beresa-esaan	mengesakan
beresa-esaan	keesaan
mengesak	mengesak
mengesak	teresak
mengesak	teresak-esak
beresok	beresok
beresok	mengesokkan
beresok	keesokan
etsa	etsa
etsa	mengetsa
etsa	pengetsaan
evakuasi	evakuasi
evakuasi	berevakuasi
evakuasi	mengevakuasi
evolusi	evolusi
evolusi	keevolusian
evolusi	berevolusi
fana	fana
fana	memfanakan
fana	kefanaan
fanatik	fanatik
fanatik	memfanatiki
fanatik	kefanatikan
fantasi	fantasi
fantasi	berfantasi
fantasi	memfantasikan
fasih	fasih
fasih	memfasihkan
fasih	memperfasih
fasih	kefasihan
fatwa	fatwa
fatwa	berfatwa
fatwa	memfatwakan
firman	firman
firman	berfirman
firman	difirmankan
fitrah	fitrah
fitrah	berfitrah
fitrah	memfitrahkan
fokus	fokus
fokus	berfokus
fokus	memfokus
fokus	memfokuskan
fokus	pemfokusan
fokus	terfokus
fosil	fosil
fosil	memfosil
fosil	pemfosilan
fungsi	fungsi
fungsi	berfungsi
fungsi	memfungsikan
fusi	fusi
fusi	berfusi
fusi	memfusikan
gabas	gabas
gabas	tergabas
gabas	menggabas
gabung	gabung
gabung	bergabung
gabung	menggabung
gabung	menggabungkan
gabung	tergabung
gabung	gabungan
gabung	ketergabungan
gabung	pergabungan
gabung	penggabungan
gabung	segabung
gabus	gabus
gabus	menggabus
gabus	penggabus
gada	gada
gada	menggada
gada	penggada
gadai	gadai
gadai	bergadai
gadai	menggadai
gadai	menggadaikan
gadai	tergadai
gadai	gadaian
gadai	pegadai
gadai	pegadaian
gadai	penggadai
gadai	penggadaian
gading	gading
gading	bergading
gading	menggading
gadis	gadis
gadis	menggadis
gadis	kegadisan
gadis	kegadis-gadisan
gaduh	gaduh
gaduh	bergaduh
gaduh	menggaduhkan
gaduh	pergaduhan
gaduh	penggaduhan
gaduh	kegaduhan
gaduh	gaduh
gaduh	menggaduh
gaduh	menggaduhkan
gaduh	penggaduh
gaduk	gaduk
gaduk	bergaduk
gaduk	menggaduk
gaduk	menggaduki
gagah	gagah
gagah	bergagah-gagahan
gagah	menggagah
gagah	menggagahi
gagah	menggagahkan
gagah	kegagahan
gagal	gagal
gagal	menggagalkan
gagal	penggagal
gagal	kegagalan
gagap	gagap
gagap	bergagap-gagap
gagap	tergagap-gagap
gagap	menggagap
gagas	gagas
gagas	menggagas
gagas	gagasan
gagas	penggagas
gagau	gagau
gagau	menggagau
gagau	tergagau-gagau
gagau	gagau
gagau	bergagau-gagau
gagau	tergagau
gaib	gaib
gaib	menggaib
gaib	kegaiban
gairah	gairah
gairah	bergairah
gairah	menggairahkan
gairah	kegairahan
gait	gait
gait	menggait
gait	gaitan
gait	penggait
gajah	gajah
gajah	gajah-gajahan
gajah	menggajah
gaji	gaji
gaji	menggaji
gaji	gajian
gaji	penggajian
gala	gala
gala	gala-gala
gala	bergala
galah	galah
galah	bergalah
galah	menggalahkan
galah	sepenggalah
galak	galak
galak	menggalak
galak	menggalakkan
galak	penggalakan
galak	kegalakan
galang	galang
galang	bergalang
galang	menggalang
galang	menggalangkan
galang	tergalang
galang	galangan
galang	penggalang
galang	penggalangan
galang,	galang,
galang,	menggalang
galang,	menggalangi
galang,	tergalang
galas	galas
galas	menggalas
galas	penggalas
galas	penggalasan
galau	galau
galau	bergalau
galau	kegalauan
gali	gali
gali	menggali
gali	menggali-gali
gali	galian
gali	gali-galian
gali	penggali
gali	penggalian
galib	galib
galib	menggalibkan
galib	kegaliban
galur	galur
galur	bergalur-galur
galur	menggalur-galur
galur	menggalurkan
gamak	gamak
gamak	gamak-gamak
gamak	menggamak-gamak
gamak	tergamak
gamang	gamang
gamang	tergamang
gamang	penggamang
gamat	gamat
gamat	bergamat
gamat	menggamat
gambar	gambar
gambar	bergambar
gambar	menggambar
gambar	gambar-menggambar
gambar	menggambari
gambar	menggambarkan
gambar	tergambar
gambar	gambaran
gambar	penggambar
gambar	penggambaran
gamit	gamit
gamit	bergamit
gamit	bergamitan
gamit	menggamit
gamit	menggamit-gamitkan
gamit	gamit-gamitan
gamit	gamitan
gampang	gampang
gampang	menggampangkan
gampang	gampangan
gampang	gampang-gampangan
gampar	gampar
gampar	menggampar
gampar	tergampar
ganas	ganas
ganas	mengganas
ganas	pengganas
ganas	keganasan
ganda	ganda
ganda	berganda
ganda	ganda-berganda
ganda	berganda-ganda
ganda	mengganda
ganda	menggandakan
ganda	mempergandakan
ganda	memperganda-gandakan
ganda	penggandaan
ganda	pergandaan
gandal	gandal
gandal	gandalan
gandal	penggandal
gandar	gandar
gandar	menggandar
gandar	gandaran
gandar	penggandar
gandar	gandar
gandar	menggandar
gandar	gandaran
gandeng	gandeng
gandeng	bergandeng
gandeng	bergandengan
gandeng	menggandeng
gandeng	menggandengkan
gandeng	gandengan
gandeng	mempergandengkan
gandeng	penggandengan
gandeng	pergandengan
ganding	ganding
ganding	berganding
ganding	bergandingan
ganding	mempergandingkan
gandrung	gandrung
gandrung	menggandrungi
gandrung	menggandrungkan
gandrung	kegandrungan
ganduh	ganduh
ganduh	berganduh
ganduh	memperganduhkan
ganduh	memperganduh-ganduhkan
gandul	gandul
gandul	menggandul
gandul	mengganduli
gandul	gandulan
gandung	gandung
gandung	bergandung
gandung	menggandung
ganggang,	ganggang,
ganggang,	berganggang
ganggang,	mengganggang
ganggang	ganggang
ganggang	berganggang
ganggang	mengganggang
ganggang	mengganggangkan
ganggu	ganggu
ganggu	mengganggu
ganggu	terganggu
ganggu	gangguan
ganggu	pengganggu
ganggu	penggangguan
ganggu	ganggu
ganggu	gugat
ganggu	mengganggu
ganggu	gugat
gangsir	gangsir
gangsir	menggangsir
gangsir	gangsiran
gangsir	penggangsir
gangsir	penggangsiran
ganjak	ganjak
ganjak	berganjak
ganjak	mengganjak
ganjak	mengganjakkan
ganjak	terganjak
ganjal	ganjal
ganjal	berganjal
ganjal	mengganjal
ganjal	ganjal-mengganjal
ganjal	mengganjali
ganjal	terganjal
ganjal	ganjalan
ganjal	pengganjal
ganjar	ganjar
ganjar	mengganjar
ganjar	mengganjari
ganjar	mengganjarkan
ganjar	ganjaran
ganjil	ganjil
ganjil	mengganjil
ganjil	mengganjilkan
ganjil	keganjilan
ganjur	ganjur
ganjur	mengganjur
ganjur	mengganjuri
ganjur	ganjur
ganjur	berganjur
ganjur	berganjur-ganjur
ganjur	mengganjur
gantang	gantang
gantang	menggantang
gantang	segantang
gantel	gantel
gantel	menggantelkan
gantel	gantelan
ganti	ganti
ganti	berganti
ganti	berganti-ganti
ganti	mengganti
ganti	menggantikan
ganti	pergantian
ganti	pengganti
ganti	penggantian
gantung	gantung
gantung	karambergantung
gantung	bergantungan
gantung	menggantung
gantung	menggantungi
gantung	menggantungkan
gantung	tergantung
gantung	gantungan
gantung	pergantungan
gantung	mempergantungi
gantung	penggantungan
gantung	ketergantungan
gapai	gapai
gapai	bergapaian
gapai	menggapai
gapai	menggapai-gapai
gapai	menggapai-gapaikan
gapai	tergapai
gapai	tergapai-gapai
gaplok	gaplok
gaplok	menggaplok
gaplok	menggaploki
gaplok	gaplokan
garah	garah
garah	garah-garah
garah	bergarah
garah	bergarah-garah
garah	mempergarahkan
garam	garam
garam	bergaram
garam	menggaram
garam	menggarami
garam	menggaramkan
garam	pegaraman
garam	penggaraman
garang	garang
garang	menggarang
garang	menggarangkan
garang	kegarangan
garang	garang
garang	menggarang
garang	garangan
garang	penggarang
garap	garap
garap	menggarap
garap	tergarap
garap	garapan
garap	penggarap
garap	penggarapan
garis	garis
garis	bergaris
garis	menggaris
garis	menggarisi
garis	menggariskan
garis	penggaris
garis	penggarisan
garis	segaris
garis	garis
garis	bawah
garis	menggarisbawahi
garit	garit
garit	menggarit
garit	menggaritkan
3garit	3garit
3garit	menggarit
3garit	garitan
garong	garong
garong	menggarong
garong	penggarong
garong	penggarongan
garu	garu
garu	menggaru
garu	penggaru
garu	penggaruan
garuk	garuk
garuk	bergaruk-garuk
garuk	menggaruk
garuk	menggarukkan
garuk	menggaruk-garuk
garuk	tergaruk
garuk	garukan
garuk	penggaruk
gasak	gasak
gasak	gasak-gasakan
gasak	menggasak
gasak	menggasakkan
gasak	gasakan
gatal	gatal
gatal	menggatalkan
gatal	kegatalan
gaul,	gaul,
gaul,	bergaul
gaul,	menggaul
gaul,	menggauli
gaul,	menggaulkan
gaul,	pergaulan
gaul,	mempergauli
gaul,	mempergaulkan
gawat	gawat
gawat	menggawat
gawat	gawatan
gawat	kegawatan
gaya	gaya
gaya	bergaya
gaya	menggayakan
gaya	gaya
gaya	gaya-gayanya
gaya	bergaya
gaya	bergaya-gaya
gaya	menggaya
gaya	menggayakan
gayung	gayung
gayung	bergayung
gayung	menggayung
gayut,	gayut,
gayut,	bergayut
gayut,	bergayutan
gayut,	menggayuti
gayut,	menggayutkan
gayut,	gayutan
gayut,	penggayut
geblok	geblok
geblok	geblokan
geblok	segeblok
gebrak	gebrak
gebrak	menggebrak
gebrak	gebrakan
gebu	gebu
gebu	menggebu
gebu	menggebu-gebu
gebuk	gebuk
gebuk	menggebuk
gebuk	menggebuki
gebuk	gebukan
gebyur	gebyur
gebyur	menggebyur
gebyur	gebyuran
gede	gede
gede	penggede
gede	gedean
gedor	gedor
gedor	menggedor
gedor	tergedor
gedor	gedoran
gedor	penggedor
gedor	penggedoran
gegar	gegar
gegar	bergegar
gegar	menggegar
gegar	menggegarkan
